id,root,affix,info,pos,tense,person,cases,singular,plural,question,negative,lexical_affixes,syntactical_affixes
421,kitob/ko'cha,larimizgina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
422,kitob,larimizdangina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
423,yugur/uxla/ek/chiq,Ganlarimiz,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
424,yugur/uxla/ek/chiq,Ganlarimizni,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
426,yugur/uxla/ek/chiq,Ganimiz,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
427,yugur/uxla/ek/chiq,Ganimizda,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
428,yugur/uxla/ek/chiq,Ganimizni,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
429,yugur/uxla/ek/chiq,Ganimiznigina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
430,yugur/uxla/ek/chiq,Ganimizdagina,"G:{g,k,q}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
431,yugur/uxla/ek/chiq,Ganimizday,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
432,ishla,ttir,FEL nisbat ishla{ttir},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
433,ishla,ttirgan,FEL nisbat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
434,ishla,ttirgandi,FEL nisbat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
435,ishla,ttirganmidi,FEL nisbat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
436,ishla,ttirgandilar,FEL nisbat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
437,ishla,ttirganding,FEL nisbat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
438,ishla,ttirgandingiz,FEL nisbat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
439,ishla,ttirganmidingiz,FEL nisbat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
440,ishla,ttirganmiding,FEL nisbat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
442,yugur/uxla/ek/chiq,Gach,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
443,yugur/uxla/ek/chiq,Gachgina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
444,yugur/uxla/ek/chiq,(i)bgina,"Qoida: qushimchadagi b harfidan oldin i dan farqli unli kelsa, bu asosga tegishli buladi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
445,yugur/uxla/ek/chiq,Guncha,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
446,yugur/uxla/ek/chiq,Gudek,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
447,yugur/uxla/ek/chiq,(i)bdi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
448,yugur/uxla/ek/chiq,(i)bdimi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
449,yugur/uxla/ek/chiq,(i)bdilar,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
450,yugur/uxla/ek/chiq,(i)bdilarmi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
452,yugur/uxla/ek/chiq,Ganinglar,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
453,yugur/uxla/ek/chiq,Ganinglarni,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
454,yugur/uxla/ek/chiq,Ganinglarda,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455,yugur/uxla/ek/chiq,Ganinglardan,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
457,yugur/uxla/ek/chiq,Gandan,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
458,yugur/uxla/ek/chiq,Ganda,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
459,yugur/uxla/ek/chiq,Ganni,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
462,yugur/uxla/ek/chiq,Ganimday,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
463,yugur/uxla/ek/chiq,Ganingday,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
464,yugur/uxla/ek/chiq,Ganingizday,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
465,yugur/uxla/ek/chiq,Ganingizdek,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
466,yugur/uxla/ek/chiq,Ganingdek,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
468,yugur/uxla/ek/chiq,Ganimizdek,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
470,yugur/uxla/ek/chiq,Ganchalik,sakra{ganchalik},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
472,yugur/uxla/ek/chiq,Ganimning,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
473,yugur/uxla/ek/chiq,Ganimnigina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
474,yugur/uxla/ek/chiq,Ganingnigina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
475,yugur/uxla/ek/chiq,Ganingiznigina,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
478,yur/uxla,(i)sh,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
479,yur/uxla,(i)shni,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
480,yur/uxla,(i)shning,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
481,yur/uxla,(i)shdan,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
482,yur/uxla,(i)shda,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
483,yur/uxla,(i)shim,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
484,yur/uxla,(i)shing,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
485,yur/uxla,(i)shingiz,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
486,yur/uxla,(i)shimiz,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
487,yur/uxla,(i)shimizni,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
488,yur/uxla,(i)shimizda,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489,yur/uxla,(i)shimizdan,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490,yur/uxla,(i)shimizning,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491,yur/uxla,(i)shimni,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
492,yur/uxla,(i)shimning,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
493,yur/uxla,(i)shimda,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
494,yur/uxla,(i)shimdan,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
495,yur/uxla,(i)shingni,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
496,yur/uxla,(i)shingning,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
497,yur/uxla,(i)shingda,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
498,yur/uxla,(i)shingdan,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499,yur/uxla,(i)shingizni,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
500,yur/uxla,(i)shingizning,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
501,yur/uxla,(i)shingizda,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
502,yur/uxla,(i)shingizdan,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
510,yur/uxla,(i)shimizga,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
511,yur/uxla,(i)shingizga,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
512,yur/uxla,(i)shingga,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
514,yur/uxla,(i)shimga,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
516,bor/yur/uxla,moq,FEL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
520,kurash/sakra,(i)shida,FEL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
523,tayyor,ligini,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
524,yugur/ek/chiq/sakra,Ganligini,"G:{g,k,q}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
529,qil/qala,(i)ndi,"o't qala{ndi}, qil{indi}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
530,qil/qala,(i)ngan,o't qala{ngan},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
531,qil/qala,(i)ndimi,o't qala{ndimi},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
532,qil/qala,(i)nganmi,o't qala{ngan},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
533,qil/qala,(i)nganmidi,o't qala{ngan},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
534,qil/qala,(i)nganligi,o't qala{ngan},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
535,kurash/sakra/o'tkaz,(i)shiga,o't qala{ngan},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
536,qil/qala,(i)nmoqda,o't qala{nmoqda},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
537,qil/qala,(i)nayotgan,himoya qil{inayotgan},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
538,qil/qala,(i)nayotganligi,himoya qil{inayotganligi},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
539,qil/qala,(i)nayotganda,himoya qil{inayotganda},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
540,qil/qala,(i)nayotgandan,himoya qil{inayotgandan},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
541,qil/qala,(i)nayotgandek,himoya qil{inayotgandek},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
542,qil/qala,(i)nayotgandagina,himoya qil{inayotgandagina},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
545,qo'shil/sakra,(i)shidan,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
546,qo'shil/sakra,(i)shi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
547,qo'shil/sakra,(i)shini,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
550,qo'shil/sakra,(i)shdimi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
551,qo'shil/sakra,(i)shdingmi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
552,qo'shil/sakra,(i)shdingizmi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
553,qo'shil/sakra,(i)shdikmi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
555,qo'shil/sakra,(i)shganmidingiz,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
556,qo'shil/sakra,(i)shganmiding,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
557,qo'shil/sakra,(i)shmagan,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
558,qo'shil/sakra,(i)shmaganligi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
559,qo'shil/sakra,(i)shmagandi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
560,qo'shil/sakra,(i)shmaganing,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
561,qo'shil/sakra,(i)shmaganingiz,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
562,qo'shil/sakra,(i)shmagani,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
564,qo'shil/ayt,masligi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
565,qo'shil/ayt,masligidan,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
566,qo'shil/ayt,masligini,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
567,qo'shil/ayt,masliging,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
568,qo'shil/ayt,masligingiz,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
570,qo'shil/ayt,maslik,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
571,qo'shil/ayt,masligim,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
573,qo'shil/ayt,masligingdan,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
575,buyur/ayt/qil,Tirgan,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
576,buyur/ayt/qil,Tirdi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
577,buyur/ayt/qil,Tirdimi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
578,buyur/ayt/qil,Tirding,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
579,buyur/ayt/qil,Tirdik,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
580,buyur/ayt/qil,Tirdingiz,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
581,buyur/ayt/qil,Tirdim,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
582,buyur/ayt/qil,Tirdilar,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
589,buyur/ayt/qil,Tirdingizmi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
590,buyur/ayt/qil,Tirdingmi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
591,buyur/ayt/qil,Tirdikmi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
592,buyur/ayt/qil,Tirdimmi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
593,buyur/ayt/qil,Tirmadi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
594,buyur/ayt/qil,Tirmadik,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
595,buyur/ayt/qil,Tirmading,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
596,buyur/ayt/qil,Tirmadingiz,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
597,buyur/ayt/qil,Tirmagan,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
598,buyur/ayt/qil,Tirmagandi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
599,buyur/ayt/qil,Tirmaganding,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
600,buyur/ayt/qil,Tirmagandingiz,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
601,buyur/ayt/qil,Tirmagandik,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
602,buyur/ayt/qil,Tirmagandim,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
604,ishla/sakra,ttirdi,"{t} FEL nisbatidan keyin {tir} nisbati qushilganda suz bu bn tugay olmaydi, masalan {ishla+t+tir} ishlattir degan suz bulmaydi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
605,ishla/sakra,ttirdim,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
606,ishla/sakra,ttirdik,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
607,ishla/sakra,ttirding,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
608,ishla/sakra,ttirdingiz,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
609,ishla/sakra,ttirildi,{t+tir+il}+di 3 ta FEL nisbati,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
610,ishla/sakra,ttirilgan,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
611,ishla/sakra,ttirildimi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
612,ishla/sakra,ttirilganmi,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
613,ishla/sakra,ttirilganmidik,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
614,ishla/sakra,ttirilganmiding,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
615,ishla/sakra,ttirilganmidingiz,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
616,ishla/sakra,ttirilganing,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
617,ishla/sakra,ttirilganingiz,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
618,ishla/sakra,ttirilganim,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
619,ishla/sakra,ttirilgandim,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
620,ishla/sakra,ttirilganding,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
621,ishla/sakra,ttirilgandingiz,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
622,yur/uxla,(i)shimgacha,tur{ishimgacha} gapirishdi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
623,yur/uxla,(i)shinggacha,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
628,tur/uxla,(i)shingizgacha,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
